1	1.071120
3	3.081008
5	5.179150
7	6.631535
9	9.019938
11	10.281880
13	12.880777
15	14.702952
17	16.616032
19	18.368170
21	20.894110
23	22.137432
25	23.837732
27	25.768215
29	27.540438
31	43.697433
33	30.561378
35	33.390636
37	35.108315
39	37.577309
41	40.432060
43	40.330544
45	42.232841
47	44.057949
49	45.967758
51	47.623844
53	50.441776
55	52.625931
57	53.525166
59	55.083557
61	57.575600
63	58.839554
65	60.956757
67	62.415638
69	64.703278
71	66.073616
73	68.583244
75	69.754372
