1	1.023453
3	3.065760
5	5.146368
7	6.804459
9	9.004366
11	10.314188
13	12.984177
15	14.652122
17	16.506657
19	18.350262
21	20.296213
23	22.001684
25	23.965075
27	25.656166
29	27.525414
31	30.031181
33	33.193745
35	34.309856
37	36.556503
39	38.751122
41	39.419132
43	41.194088
45	42.988136
47	47.143650
49	47.067749
